ieee;nwk;model;device_name;entity_id;entity_name;domain;custom_name
8c:65:a3:ff:fe:c9:5e:f4;0xAAB7;TRADFRI bulb E14 WS candle 470lm;Dining room 3 ceiling light bulb TRADFRI;number.tradfri_bulb_e14_ws_candle_470lm_3_dining_room_new_start_up_color_temperature_6;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;number;
8c:65:a3:ff:fe:c9:5e:f4;0xAAB7;TRADFRI bulb E14 WS candle 470lm;Dining room 3 ceiling light bulb TRADFRI;select.tradfri_bulb_e14_ws_candle_470lm_3_dining_room_new_start_up_behavior_6;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;select;
8c:65:a3:ff:fe:c9:5e:f4;0xAAB7;TRADFRI bulb E14 WS candle 470lm;Dining room 3 ceiling light bulb TRADFRI;update.dining_room_3_ceiling_light_bulb_ikea_tradfri_e14_470lm_firmware;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;update;
a4:c1:38:12:9f:7c:45:39;0xE72D;TS011F;Bedroom light socket TZ3000;button.socket_bedroom_light_identify_2;_TZ3000_gvn91tmx TS011F;button;
a4:c1:38:12:9f:7c:45:39;0xE72D;TS011F;Bedroom light socket TZ3000;select.socket_bedroom_light_power_on_state;_TZ3000_gvn91tmx TS011F;select;
a4:c1:38:12:9f:7c:45:39;0xE72D;TS011F;Bedroom light socket TZ3000;select.socket_bedroom_light_backlight_mode;_TZ3000_gvn91tmx TS011F;select;
a4:c1:38:12:9f:7c:45:39;0xE72D;TS011F;Bedroom light socket TZ3000;sensor.socket_bedroom_light_rms_current_2;_TZ3000_gvn91tmx TS011F;sensor;
a4:c1:38:12:9f:7c:45:39;0xE72D;TS011F;Bedroom light socket TZ3000;sensor.socket_bedroom_light_rms_voltage_2;_TZ3000_gvn91tmx TS011F;sensor;
a4:c1:38:12:9f:7c:45:39;0xE72D;TS011F;Bedroom light socket TZ3000;sensor.socket_bedroom_light_active_power_2;_TZ3000_gvn91tmx TS011F;sensor;
a4:c1:38:12:9f:7c:45:39;0xE72D;TS011F;Bedroom light socket TZ3000;sensor.socket_bedroom_light_summation_delivered_2;_TZ3000_gvn91tmx TS011F;sensor;
a4:c1:38:12:9f:7c:45:39;0xE72D;TS011F;Bedroom light socket TZ3000;switch.socket_bedroom_light_switch_2;_TZ3000_gvn91tmx TS011F;switch;
a4:c1:38:12:9f:7c:45:39;0xE72D;TS011F;Bedroom light socket TZ3000;switch.socket_bedroom_light_child_lock;_TZ3000_gvn91tmx TS011F;switch;
a4:c1:38:12:9f:7c:45:39;0xE72D;TS011F;Bedroom light socket TZ3000;update.socket_bedroom_light_firmware;_TZ3000_gvn91tmx TS011F;update;
8c:65:a3:ff:fe:df:40:df;0xCF74;TRADFRI bulb E14 WS candle 470lm;Dining room 5 ceiling light bulb TRADFRI;button.tradfri_bulb_e14_ws_candle_470lm_5_dining_room_new_identify_6;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;button;
8c:65:a3:ff:fe:df:40:df;0xCF74;TRADFRI bulb E14 WS candle 470lm;Dining room 5 ceiling light bulb TRADFRI;light.tradfri_bulb_e14_ws_candle_470lm_5_dining_room_new_light_6;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;light;
8c:65:a3:ff:fe:df:40:df;0xCF74;TRADFRI bulb E14 WS candle 470lm;Dining room 5 ceiling light bulb TRADFRI;number.tradfri_bulb_e14_ws_candle_470lm_5_dining_room_new_on_off_transition_time_6;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;number;
8c:65:a3:ff:fe:df:40:df;0xCF74;TRADFRI bulb E14 WS candle 470lm;Dining room 5 ceiling light bulb TRADFRI;number.tradfri_bulb_e14_ws_candle_470lm_5_dining_room_new_on_level_6;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;number;
8c:65:a3:ff:fe:df:40:df;0xCF74;TRADFRI bulb E14 WS candle 470lm;Dining room 5 ceiling light bulb TRADFRI;number.tradfri_bulb_e14_ws_candle_470lm_5_dining_room_new_start_up_current_level_6;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;number;
8c:65:a3:ff:fe:df:40:df;0xCF74;TRADFRI bulb E14 WS candle 470lm;Dining room 5 ceiling light bulb TRADFRI;number.tradfri_bulb_e14_ws_candle_470lm_5_dining_room_new_start_up_color_temperature_6;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;number;
8c:65:a3:ff:fe:df:40:df;0xCF74;TRADFRI bulb E14 WS candle 470lm;Dining room 5 ceiling light bulb TRADFRI;select.tradfri_bulb_e14_ws_candle_470lm_5_dining_room_new_start_up_behavior_6;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;select;
8c:65:a3:ff:fe:df:40:df;0xCF74;TRADFRI bulb E14 WS candle 470lm;Dining room 5 ceiling light bulb TRADFRI;update.dining_room_5_ceiling_light_bulb_ikea_tradfri_e14_470lm_firmware;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;update;
8c:6f:b9:ff:fe:e1:2c:e5;0xBB72;TRADFRI bulb E27 WS globe 1055lm;Stairs second floor lamp TRADFRI;button.ikea_of_sweden_tradfri_bulb_e27_ws_globe_1055lm_identify_2;IKEA of Sweden TRADFRI bulb E27 WS globe 1055lm;button;
8c:6f:b9:ff:fe:e1:2c:e5;0xBB72;TRADFRI bulb E27 WS globe 1055lm;Stairs second floor lamp TRADFRI;light.ikea_of_sweden_tradfri_bulb_e27_ws_globe_1055lm_light_2;IKEA of Sweden TRADFRI bulb E27 WS globe 1055lm;light;
8c:6f:b9:ff:fe:e1:2c:e5;0xBB72;TRADFRI bulb E27 WS globe 1055lm;Stairs second floor lamp TRADFRI;number.ikea_of_sweden_tradfri_bulb_e27_ws_globe_1055lm_on_off_transition_time_2;IKEA of Sweden TRADFRI bulb E27 WS globe 1055lm;number;
8c:6f:b9:ff:fe:e1:2c:e5;0xBB72;TRADFRI bulb E27 WS globe 1055lm;Stairs second floor lamp TRADFRI;number.ikea_of_sweden_tradfri_bulb_e27_ws_globe_1055lm_on_level_2;IKEA of Sweden TRADFRI bulb E27 WS globe 1055lm;number;
8c:6f:b9:ff:fe:e1:2c:e5;0xBB72;TRADFRI bulb E27 WS globe 1055lm;Stairs second floor lamp TRADFRI;number.ikea_of_sweden_tradfri_bulb_e27_ws_globe_1055lm_start_up_current_level_2;IKEA of Sweden TRADFRI bulb E27 WS globe 1055lm;number;
8c:6f:b9:ff:fe:e1:2c:e5;0xBB72;TRADFRI bulb E27 WS globe 1055lm;Stairs second floor lamp TRADFRI;number.ikea_of_sweden_tradfri_bulb_e27_ws_globe_1055lm_start_up_color_temperature_2;IKEA of Sweden TRADFRI bulb E27 WS globe 1055lm;number;
8c:6f:b9:ff:fe:e1:2c:e5;0xBB72;TRADFRI bulb E27 WS globe 1055lm;Stairs second floor lamp TRADFRI;select.ikea_of_sweden_tradfri_bulb_e27_ws_globe_1055lm_start_up_behavior_2;IKEA of Sweden TRADFRI bulb E27 WS globe 1055lm;select;
8c:6f:b9:ff:fe:e1:2c:e5;0xBB72;TRADFRI bulb E27 WS globe 1055lm;Stairs second floor lamp TRADFRI;update.lamp_stairs_second_floor_ikea_firmware;IKEA of Sweden TRADFRI bulb E27 WS globe 1055lm;update;
2c:11:65:ff:fe:63:b1:b2;0x2B89;TS0501A;Dining room green lamp TZ3000;button.lamp_lidl_tz3000_nosnx7im_ts0501a_identify;_TZ3000_nosnx7im TS0501A;button;
2c:11:65:ff:fe:63:b1:b2;0x2B89;TS0501A;Dining room green lamp TZ3000;light.lamp_lidl_tz3000_nosnx7im_ts0501a_light;_TZ3000_nosnx7im TS0501A;light;
2c:11:65:ff:fe:63:b1:b2;0x2B89;TS0501A;Dining room green lamp TZ3000;update.green_lamp_ikea_firmware;_TZ3000_nosnx7im TS0501A;update;
90:ab:96:ff:fe:39:30:9b;0x3E4E;TRADFRI bulb E27 WW globe 806lm;Sauna lamp TRADFRI;button.sauna_tradfri_bulb_e27_ww_globe_806lm_identify_2;IKEA of Sweden TRADFRI bulb E27 WW globe 806lm;button;
90:ab:96:ff:fe:39:30:9b;0x3E4E;TRADFRI bulb E27 WW globe 806lm;Sauna lamp TRADFRI;light.sauna_tradfri_bulb_e27_ww_globe_806lm_light_2;IKEA of Sweden TRADFRI bulb E27 WW globe 806lm;light;
90:ab:96:ff:fe:39:30:9b;0x3E4E;TRADFRI bulb E27 WW globe 806lm;Sauna lamp TRADFRI;number.sauna_tradfri_bulb_e27_ww_globe_806lm_on_off_transition_time_2;IKEA of Sweden TRADFRI bulb E27 WW globe 806lm;number;
90:ab:96:ff:fe:39:30:9b;0x3E4E;TRADFRI bulb E27 WW globe 806lm;Sauna lamp TRADFRI;number.sauna_tradfri_bulb_e27_ww_globe_806lm_on_level_2;IKEA of Sweden TRADFRI bulb E27 WW globe 806lm;number;
90:ab:96:ff:fe:39:30:9b;0x3E4E;TRADFRI bulb E27 WW globe 806lm;Sauna lamp TRADFRI;number.sauna_tradfri_bulb_e27_ww_globe_806lm_start_up_current_level_2;IKEA of Sweden TRADFRI bulb E27 WW globe 806lm;number;
90:ab:96:ff:fe:39:30:9b;0x3E4E;TRADFRI bulb E27 WW globe 806lm;Sauna lamp TRADFRI;select.sauna_tradfri_bulb_e27_ww_globe_806lm_start_up_behavior_2;IKEA of Sweden TRADFRI bulb E27 WW globe 806lm;select;
90:ab:96:ff:fe:39:30:9b;0x3E4E;TRADFRI bulb E27 WW globe 806lm;Sauna lamp TRADFRI;update.sauna_tradfri_bulb_e27_ww_globe_806lm_firmware;IKEA of Sweden TRADFRI bulb E27 WW globe 806lm;update;
a4:c1:38:8d:b6:86:5c:dc;0x4CF5;TS011F;Living room pilot TZ3000;button.pilot_tz3000_cfnprab5_ts011f_identify;_TZ3000_cfnprab5 TS011F;button;
a4:c1:38:8d:b6:86:5c:dc;0x4CF5;TS011F;Living room pilot TZ3000;light.pilot_tz3000_cfnprab5_ts011f_light;_TZ3000_cfnprab5 TS011F;light;
a4:c1:38:8d:b6:86:5c:dc;0x4CF5;TS011F;Living room pilot TZ3000;light.pilot_tz3000_cfnprab5_ts011f_light_2;_TZ3000_cfnprab5 TS011F;light;
a4:c1:38:8d:b6:86:5c:dc;0x4CF5;TS011F;Living room pilot TZ3000;light.pilot_tz3000_cfnprab5_ts011f_light_3;_TZ3000_cfnprab5 TS011F;light;
a4:c1:38:8d:b6:86:5c:dc;0x4CF5;TS011F;Living room pilot TZ3000;light.pilot_tz3000_cfnprab5_ts011f_light_4;_TZ3000_cfnprab5 TS011F;light;
a4:c1:38:8d:b6:86:5c:dc;0x4CF5;TS011F;Living room pilot TZ3000;light.pilot_tz3000_cfnprab5_ts011f_light_5;_TZ3000_cfnprab5 TS011F;light;
a4:c1:38:8d:b6:86:5c:dc;0x4CF5;TS011F;Living room pilot TZ3000;select.pilot_tz3000_cfnprab5_ts011f_start_up_behavior;_TZ3000_cfnprab5 TS011F;select;
a4:c1:38:8d:b6:86:5c:dc;0x4CF5;TS011F;Living room pilot TZ3000;select.pilot_tz3000_cfnprab5_ts011f_start_up_behavior_2;_TZ3000_cfnprab5 TS011F;select;
a4:c1:38:8d:b6:86:5c:dc;0x4CF5;TS011F;Living room pilot TZ3000;select.pilot_tz3000_cfnprab5_ts011f_start_up_behavior_3;_TZ3000_cfnprab5 TS011F;select;
a4:c1:38:8d:b6:86:5c:dc;0x4CF5;TS011F;Living room pilot TZ3000;select.pilot_tz3000_cfnprab5_ts011f_start_up_behavior_4;_TZ3000_cfnprab5 TS011F;select;
a4:c1:38:8d:b6:86:5c:dc;0x4CF5;TS011F;Living room pilot TZ3000;select.pilot_tz3000_cfnprab5_ts011f_start_up_behavior_5;_TZ3000_cfnprab5 TS011F;select;
30:fb:10:ff:fe:e1:f9:85;0xBA7B;TRADFRI bulb E27 WW globe 806lm;Laundry lamp 1 TRADFRI;button.ikea_tradfri_bulb_e27_ww_globe_806lm_identify;IKEA of Sweden TRADFRI bulb E27 WW globe 806lm;button;
30:fb:10:ff:fe:e1:f9:85;0xBA7B;TRADFRI bulb E27 WW globe 806lm;Laundry lamp 1 TRADFRI;light.ikea_tradfri_bulb_e27_ww_globe_806lm_light;IKEA of Sweden TRADFRI bulb E27 WW globe 806lm;light;
30:fb:10:ff:fe:e1:f9:85;0xBA7B;TRADFRI bulb E27 WW globe 806lm;Laundry lamp 1 TRADFRI;number.ikea_tradfri_bulb_e27_ww_globe_806lm_on_off_transition_time;IKEA of Sweden TRADFRI bulb E27 WW globe 806lm;number;
30:fb:10:ff:fe:e1:f9:85;0xBA7B;TRADFRI bulb E27 WW globe 806lm;Laundry lamp 1 TRADFRI;number.ikea_tradfri_bulb_e27_ww_globe_806lm_on_level;IKEA of Sweden TRADFRI bulb E27 WW globe 806lm;number;
30:fb:10:ff:fe:e1:f9:85;0xBA7B;TRADFRI bulb E27 WW globe 806lm;Laundry lamp 1 TRADFRI;number.ikea_tradfri_bulb_e27_ww_globe_806lm_start_up_current_level;IKEA of Sweden TRADFRI bulb E27 WW globe 806lm;number;
30:fb:10:ff:fe:e1:f9:85;0xBA7B;TRADFRI bulb E27 WW globe 806lm;Laundry lamp 1 TRADFRI;select.ikea_tradfri_bulb_e27_ww_globe_806lm_start_up_behavior;IKEA of Sweden TRADFRI bulb E27 WW globe 806lm;select;
30:fb:10:ff:fe:e1:f9:85;0xBA7B;TRADFRI bulb E27 WW globe 806lm;Laundry lamp 1 TRADFRI;update.tradfri_bulb_e27_laundry_ikea_firmware;IKEA of Sweden TRADFRI bulb E27 WW globe 806lm;update;
70:b3:d5:2b:60:0e:ed:96;0xDE2B;TS011F;Dining room socket microwave TZ3000;button.socket_microwave_identify;_TZ3000_w0qqde0g TS011F;button;
70:b3:d5:2b:60:0e:ed:96;0xDE2B;TS011F;Dining room socket microwave TZ3000;select.socket_microwave_power_on_state;_TZ3000_w0qqde0g TS011F;select;
70:b3:d5:2b:60:0e:ed:96;0xDE2B;TS011F;Dining room socket microwave TZ3000;select.socket_microwave_backlight_mode;_TZ3000_w0qqde0g TS011F;select;
70:b3:d5:2b:60:0e:ed:96;0xDE2B;TS011F;Dining room socket microwave TZ3000;sensor.socket_microwave_rms_current;_TZ3000_w0qqde0g TS011F;sensor;
70:b3:d5:2b:60:0e:ed:96;0xDE2B;TS011F;Dining room socket microwave TZ3000;sensor.socket_microwave_rms_voltage;_TZ3000_w0qqde0g TS011F;sensor;
70:b3:d5:2b:60:0e:ed:96;0xDE2B;TS011F;Dining room socket microwave TZ3000;sensor.socket_microwave_active_power;_TZ3000_w0qqde0g TS011F;sensor;
70:b3:d5:2b:60:0e:ed:96;0xDE2B;TS011F;Dining room socket microwave TZ3000;sensor.socket_microwave_summation_delivered;_TZ3000_w0qqde0g TS011F;sensor;
70:b3:d5:2b:60:0e:ed:96;0xDE2B;TS011F;Dining room socket microwave TZ3000;switch.socket_microwave_switch;_TZ3000_w0qqde0g TS011F;switch;
70:b3:d5:2b:60:0e:ed:96;0xDE2B;TS011F;Dining room socket microwave TZ3000;switch.socket_microwave_child_lock;_TZ3000_w0qqde0g TS011F;switch;
34:10:f4:ff:fe:ef:05:7a;0xCE32;TRADFRI bulb E27 CWS globe 806lm;Dining room changing table TRADFRI;button.new_changing_table_ikea_tradfri_identify;IKEA of Sweden TRADFRI bulb E27 CWS globe 806lm;button;
34:10:f4:ff:fe:ef:05:7a;0xCE32;TRADFRI bulb E27 CWS globe 806lm;Dining room changing table TRADFRI;light.new_changing_table_ikea_tradfri_light;IKEA of Sweden TRADFRI bulb E27 CWS globe 806lm;light;
34:10:f4:ff:fe:ef:05:7a;0xCE32;TRADFRI bulb E27 CWS globe 806lm;Dining room changing table TRADFRI;number.new_changing_table_ikea_tradfri_on_off_transition_time;IKEA of Sweden TRADFRI bulb E27 CWS globe 806lm;number;
34:10:f4:ff:fe:ef:05:7a;0xCE32;TRADFRI bulb E27 CWS globe 806lm;Dining room changing table TRADFRI;number.new_changing_table_ikea_tradfri_on_level;IKEA of Sweden TRADFRI bulb E27 CWS globe 806lm;number;
34:10:f4:ff:fe:ef:05:7a;0xCE32;TRADFRI bulb E27 CWS globe 806lm;Dining room changing table TRADFRI;number.new_changing_table_ikea_tradfri_start_up_current_level;IKEA of Sweden TRADFRI bulb E27 CWS globe 806lm;number;
34:10:f4:ff:fe:ef:05:7a;0xCE32;TRADFRI bulb E27 CWS globe 806lm;Dining room changing table TRADFRI;number.new_changing_table_ikea_tradfri_start_up_color_temperature;IKEA of Sweden TRADFRI bulb E27 CWS globe 806lm;number;
34:10:f4:ff:fe:ef:05:7a;0xCE32;TRADFRI bulb E27 CWS globe 806lm;Dining room changing table TRADFRI;select.new_changing_table_ikea_tradfri_start_up_behavior;IKEA of Sweden TRADFRI bulb E27 CWS globe 806lm;select;
34:10:f4:ff:fe:ef:05:7a;0xCE32;TRADFRI bulb E27 CWS globe 806lm;Dining room changing table TRADFRI;update.new_changing_table_ikea_tradfri_firmware;IKEA of Sweden TRADFRI bulb E27 CWS globe 806lm;update;
90:ab:96:ff:fe:7c:40:92;0x1768;TRADFRI bulb E14 WS candle 470lm;Living room ceiling light 2 TRADFRI;button.ikea_of_sweden_tradfri_bulb_e14_ws_candle_470lm_identify_4;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;button;
90:ab:96:ff:fe:7c:40:92;0x1768;TRADFRI bulb E14 WS candle 470lm;Living room ceiling light 2 TRADFRI;light.ikea_of_sweden_tradfri_bulb_e14_ws_candle_470lm_light_4;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;light;
90:ab:96:ff:fe:7c:40:92;0x1768;TRADFRI bulb E14 WS candle 470lm;Living room ceiling light 2 TRADFRI;number.ikea_of_sweden_tradfri_bulb_e14_ws_candle_470lm_on_off_transition_time_4;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;number;
90:ab:96:ff:fe:7c:40:92;0x1768;TRADFRI bulb E14 WS candle 470lm;Living room ceiling light 2 TRADFRI;number.ikea_of_sweden_tradfri_bulb_e14_ws_candle_470lm_on_level_4;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;number;
90:ab:96:ff:fe:7c:40:92;0x1768;TRADFRI bulb E14 WS candle 470lm;Living room ceiling light 2 TRADFRI;number.ikea_of_sweden_tradfri_bulb_e14_ws_candle_470lm_start_up_current_level_4;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;number;
90:ab:96:ff:fe:7c:40:92;0x1768;TRADFRI bulb E14 WS candle 470lm;Living room ceiling light 2 TRADFRI;number.ikea_of_sweden_tradfri_bulb_e14_ws_candle_470lm_start_up_color_temperature_4;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;number;
90:ab:96:ff:fe:7c:40:92;0x1768;TRADFRI bulb E14 WS candle 470lm;Living room ceiling light 2 TRADFRI;select.ikea_of_sweden_tradfri_bulb_e14_ws_candle_470lm_start_up_behavior_4;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;select;
90:ab:96:ff:fe:7c:40:92;0x1768;TRADFRI bulb E14 WS candle 470lm;Living room ceiling light 2 TRADFRI;update.tradfri_bulb_e14_ws_candle_470lm_ikea_firmware_4;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;update;
8c:6f:b9:ff:fe:cb:80:8c;0x3A27;TRADFRI bulb E27 WS globe 1055lm;Shower lamp TRADFRI;button.shower_tradfri_bulb_e27_ws_globe_1055lm_identify_3;IKEA of Sweden TRADFRI bulb E27 WS globe 1055lm;button;
8c:6f:b9:ff:fe:cb:80:8c;0x3A27;TRADFRI bulb E27 WS globe 1055lm;Shower lamp TRADFRI;light.shower_tradfri_bulb_e27_ws_globe_1055lm_light_3;IKEA of Sweden TRADFRI bulb E27 WS globe 1055lm;light;
8c:6f:b9:ff:fe:cb:80:8c;0x3A27;TRADFRI bulb E27 WS globe 1055lm;Shower lamp TRADFRI;number.shower_tradfri_bulb_e27_ws_globe_1055lm_on_off_transition_time_3;IKEA of Sweden TRADFRI bulb E27 WS globe 1055lm;number;
8c:6f:b9:ff:fe:cb:80:8c;0x3A27;TRADFRI bulb E27 WS globe 1055lm;Shower lamp TRADFRI;number.shower_tradfri_bulb_e27_ws_globe_1055lm_on_level_3;IKEA of Sweden TRADFRI bulb E27 WS globe 1055lm;number;
8c:6f:b9:ff:fe:cb:80:8c;0x3A27;TRADFRI bulb E27 WS globe 1055lm;Shower lamp TRADFRI;number.shower_tradfri_bulb_e27_ws_globe_1055lm_start_up_current_level_3;IKEA of Sweden TRADFRI bulb E27 WS globe 1055lm;number;
8c:6f:b9:ff:fe:cb:80:8c;0x3A27;TRADFRI bulb E27 WS globe 1055lm;Shower lamp TRADFRI;number.shower_tradfri_bulb_e27_ws_globe_1055lm_start_up_color_temperature_3;IKEA of Sweden TRADFRI bulb E27 WS globe 1055lm;number;
8c:6f:b9:ff:fe:cb:80:8c;0x3A27;TRADFRI bulb E27 WS globe 1055lm;Shower lamp TRADFRI;select.shower_tradfri_bulb_e27_ws_globe_1055lm_start_up_behavior_3;IKEA of Sweden TRADFRI bulb E27 WS globe 1055lm;select;
8c:6f:b9:ff:fe:cb:80:8c;0x3A27;TRADFRI bulb E27 WS globe 1055lm;Shower lamp TRADFRI;update.shower_tradfri_bulb_e27_ws_globe_1055lm_firmware;IKEA of Sweden TRADFRI bulb E27 WS globe 1055lm;update;
d8:7a:3b:ff:fe:0e:86:98;0x6D6F;TRADFRI bulb E27 WS globe 1055lm;Basement stairs lamp TRADFRI;button.ikea_of_sweden_tradfri_bulb_e27_ws_globe_1055lm_identify;IKEA of Sweden TRADFRI bulb E27 WS globe 1055lm;button;
d8:7a:3b:ff:fe:0e:86:98;0x6D6F;TRADFRI bulb E27 WS globe 1055lm;Basement stairs lamp TRADFRI;light.ikea_of_sweden_tradfri_bulb_e27_ws_globe_1055lm_light;IKEA of Sweden TRADFRI bulb E27 WS globe 1055lm;light;
d8:7a:3b:ff:fe:0e:86:98;0x6D6F;TRADFRI bulb E27 WS globe 1055lm;Basement stairs lamp TRADFRI;number.ikea_of_sweden_tradfri_bulb_e27_ws_globe_1055lm_on_off_transition_time;IKEA of Sweden TRADFRI bulb E27 WS globe 1055lm;number;
d8:7a:3b:ff:fe:0e:86:98;0x6D6F;TRADFRI bulb E27 WS globe 1055lm;Basement stairs lamp TRADFRI;number.ikea_of_sweden_tradfri_bulb_e27_ws_globe_1055lm_on_level;IKEA of Sweden TRADFRI bulb E27 WS globe 1055lm;number;
d8:7a:3b:ff:fe:0e:86:98;0x6D6F;TRADFRI bulb E27 WS globe 1055lm;Basement stairs lamp TRADFRI;number.ikea_of_sweden_tradfri_bulb_e27_ws_globe_1055lm_start_up_current_level;IKEA of Sweden TRADFRI bulb E27 WS globe 1055lm;number;
d8:7a:3b:ff:fe:0e:86:98;0x6D6F;TRADFRI bulb E27 WS globe 1055lm;Basement stairs lamp TRADFRI;number.ikea_of_sweden_tradfri_bulb_e27_ws_globe_1055lm_start_up_color_temperature;IKEA of Sweden TRADFRI bulb E27 WS globe 1055lm;number;
d8:7a:3b:ff:fe:0e:86:98;0x6D6F;TRADFRI bulb E27 WS globe 1055lm;Basement stairs lamp TRADFRI;select.ikea_of_sweden_tradfri_bulb_e27_ws_globe_1055lm_start_up_behavior;IKEA of Sweden TRADFRI bulb E27 WS globe 1055lm;select;
d8:7a:3b:ff:fe:0e:86:98;0x6D6F;TRADFRI bulb E27 WS globe 1055lm;Basement stairs lamp TRADFRI;update.basement_stairs_tradfri_e27_1055lm_ikea_firmware;IKEA of Sweden TRADFRI bulb E27 WS globe 1055lm;update;
90:ab:96:ff:fe:98:72:8d;0x9557;TRADFRI bulb E27 WW globe 806lm;Laundry lamp 2 TRADFRI;button.ikea_of_sweden_tradfri_bulb_e27_ww_globe_806lm_identify;IKEA of Sweden TRADFRI bulb E27 WW globe 806lm;button;
90:ab:96:ff:fe:98:72:8d;0x9557;TRADFRI bulb E27 WW globe 806lm;Laundry lamp 2 TRADFRI;light.ikea_of_sweden_tradfri_bulb_e27_ww_globe_806lm_light;IKEA of Sweden TRADFRI bulb E27 WW globe 806lm;light;
90:ab:96:ff:fe:98:72:8d;0x9557;TRADFRI bulb E27 WW globe 806lm;Laundry lamp 2 TRADFRI;number.ikea_of_sweden_tradfri_bulb_e27_ww_globe_806lm_on_off_transition_time;IKEA of Sweden TRADFRI bulb E27 WW globe 806lm;number;
90:ab:96:ff:fe:98:72:8d;0x9557;TRADFRI bulb E27 WW globe 806lm;Laundry lamp 2 TRADFRI;number.ikea_of_sweden_tradfri_bulb_e27_ww_globe_806lm_on_level;IKEA of Sweden TRADFRI bulb E27 WW globe 806lm;number;
90:ab:96:ff:fe:98:72:8d;0x9557;TRADFRI bulb E27 WW globe 806lm;Laundry lamp 2 TRADFRI;number.ikea_of_sweden_tradfri_bulb_e27_ww_globe_806lm_start_up_current_level;IKEA of Sweden TRADFRI bulb E27 WW globe 806lm;number;
90:ab:96:ff:fe:98:72:8d;0x9557;TRADFRI bulb E27 WW globe 806lm;Laundry lamp 2 TRADFRI;select.ikea_of_sweden_tradfri_bulb_e27_ww_globe_806lm_start_up_behavior;IKEA of Sweden TRADFRI bulb E27 WW globe 806lm;select;
90:ab:96:ff:fe:98:72:8d;0x9557;TRADFRI bulb E27 WW globe 806lm;Laundry lamp 2 TRADFRI;update.tradfri_bulb_e27_laundry_ikea_firmware_2;IKEA of Sweden TRADFRI bulb E27 WW globe 806lm;update;
0c:ae:5f:ff:fe:a6:fb:af;0x1FAB;TRADFRI Driver 10W;Kitchen coffee machine driver TRADFRI;button.ikea_of_sweden_tradfri_driver_10w_identify;IKEA of Sweden TRADFRI Driver 10W;button;
0c:ae:5f:ff:fe:a6:fb:af;0x1FAB;TRADFRI Driver 10W;Kitchen coffee machine driver TRADFRI;light.ikea_of_sweden_tradfri_driver_10w_light;IKEA of Sweden TRADFRI Driver 10W;light;
0c:ae:5f:ff:fe:a6:fb:af;0x1FAB;TRADFRI Driver 10W;Kitchen coffee machine driver TRADFRI;number.ikea_of_sweden_tradfri_driver_10w_on_off_transition_time;IKEA of Sweden TRADFRI Driver 10W;number;
0c:ae:5f:ff:fe:a6:fb:af;0x1FAB;TRADFRI Driver 10W;Kitchen coffee machine driver TRADFRI;number.ikea_of_sweden_tradfri_driver_10w_on_level;IKEA of Sweden TRADFRI Driver 10W;number;
0c:ae:5f:ff:fe:a6:fb:af;0x1FAB;TRADFRI Driver 10W;Kitchen coffee machine driver TRADFRI;number.ikea_of_sweden_tradfri_driver_10w_start_up_current_level;IKEA of Sweden TRADFRI Driver 10W;number;
0c:ae:5f:ff:fe:a6:fb:af;0x1FAB;TRADFRI Driver 10W;Kitchen coffee machine driver TRADFRI;select.ikea_of_sweden_tradfri_driver_10w_start_up_behavior;IKEA of Sweden TRADFRI Driver 10W;select;
0c:ae:5f:ff:fe:a6:fb:af;0x1FAB;TRADFRI Driver 10W;Kitchen coffee machine driver TRADFRI;update.tradfri_driver_10w_coffee_machine_ikea_firmware;IKEA of Sweden TRADFRI Driver 10W;update;
b4:e3:f9:ff:fe:8f:c0:db;0x5E06;PRAKTLYSING cellular blind;Dining room blinder garden PRAKTLYSING;button.ikea_of_sweden_praktlysing_cellular_blind_identify;IKEA of Sweden PRAKTLYSING cellular blind;button;
b4:e3:f9:ff:fe:8f:c0:db;0x5E06;PRAKTLYSING cellular blind;Dining room blinder garden PRAKTLYSING;cover.ikea_of_sweden_praktlysing_cellular_blind_cover;IKEA of Sweden PRAKTLYSING cellular blind;cover;
b4:e3:f9:ff:fe:8f:c0:db;0x5E06;PRAKTLYSING cellular blind;Dining room blinder garden PRAKTLYSING;sensor.ikea_of_sweden_praktlysing_cellular_blind_battery;IKEA of Sweden PRAKTLYSING cellular blind;sensor;
